Player Hand,Dealer Card,Claude Choice,Gemini Choice,GPT Choice
"[""2"", ""9""]",5,hit,double down,double down
"[""2"", ""9""]",5,hit,double down,double down
"[""2"", ""9""]",5,hit,double down,double down
"[""2"", ""9""]",5,hit,double down,double down
"[""2"", ""9""]",5,hit,double down,double down
"[""2"", ""9""]",5,hit,double down,double down
"[""2"", ""9""]",5,hit,double down,double down
"[""2"", ""9""]",5,hit,double down,double down
"[""2"", ""9""]",5,hit,double down,double down
"[""3"", ""10""]",J,hit,double down,hit
"[""3"", ""10""]",J,hit,double down,hit
"[""3"", ""10""]",J,hit,double down,hit
"[""3"", ""10""]",J,hit,double down,hit
"[""3"", ""10""]",J,hit,double down,hit
"[""3"", ""10""]",J,hit,double down,hit
"[""3"", ""10""]",J,hit,double down,hit
"[""7"", ""K""]",7,hit,stand,stand
"[""7"", ""K""]",7,hit,stand,stand
"[""7"", ""K""]",7,hit,stand,stand
"[""7"", ""K""]",7,hit,stand,stand
"[""7"", ""K""]",7,hit,stand,stand
"[""J"", ""9""]",6,stand,double down,stand
"[""J"", ""9""]",6,stand,double down,stand
"[""J"", ""9""]",6,stand,double down,stand
"[""J"", ""9""]",6,stand,double down,stand
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""4""]",J,hit,hit,double down
"[""7"", ""K""]",K,hit,Stand,stand
"[""7"", ""K""]",K,hit,stand,stand
"[""7"", ""K""]",K,hit,stand,stand
"[""7"", ""K""]",K,hit,stand,stand
"[""7"", ""K""]",K,hit,stand,stand
"[""7"", ""K""]",K,hit,stand,stand
"[""6"", ""6""]",6,split,split,split
"[""J"", ""5""]",6,hit,double down,stand
"[""J"", ""5""]",6,hit,double down,stand
"[""J"", ""5""]",6,hit,double down,stand
"[""J"", ""5""]",6,hit,double down,stand
"[""J"", ""5""]",6,hit,double down,stand
"[""J"", ""5""]",6,hit,double down,stand
"[""J"", ""5""]",6,hit,double down,stand
"[""J"", ""5""]",6,hit,double down,stand
"[""J"", ""5""]",6,hit,double down,stand
"[""6"", ""10""]",6,double down,double down,stand
"[""6"", ""10""]",6,double down,double down,stand
"[""6"", ""10""]",6,double down,double down,stand
"[""6"", ""10""]",6,double down,double down,stand
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""5"", ""4""]",3,hit,double down,double down
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double down,stand
"[""4"", ""Q""]",6,hit,double_down,stand
"[""4"", ""Q""]",6,hit,double_down,stand
"[""8"", ""8""]",K,split,split,split
"[""8"", ""8""]",K,split,split,split
"[""8"", ""8""]",K,split,split,split
"[""10"", ""10""]",7,stand,Stand,stand
"[""10"", ""10""]",7,stand,Stand,stand
"[""10"", ""10""]",7,stand,Stand,stand
"[""10"", ""10""]",7,stand,Stand,stand
"[""10"", ""10""]",7,stand,Stand,stand
"[""10"", ""10""]",7,stand,Stand,stand
"[""10"", ""10""]",7,stand,stand,stand
"[""10"", ""10""]",7,stand,stand,stand
"[""10"", ""10""]",7,stand,stand,stand
"[""10"", ""10""]",7,stand,stand,stand
"[""9"", ""8""]",K,stand,stand,stand
"[""9"", ""8""]",K,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""A"", ""J""]",8,stand,stand,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""3"", ""9""]",5,hit,double down,stand
"[""9"", ""K""]",6,stand,double down,stand
"[""9"", ""K""]",6,stand,double down,stand
"[""7"", ""10""]",2,stand,double down,stand
"[""7"", ""10""]",2,stand,double down,stand
"[""7"", ""10""]",2,stand,double down,stand
"[""7"", ""10""]",2,stand,double down,stand
"[""7"", ""10""]",2,stand,double down,stand
"[""7"", ""10""]",2,stand,double down,stand
"[""7"", ""10""]",2,stand,double down,stand
"[""7"", ""10""]",2,stand,double down,stand
"[""7"", ""10""]",2,stand,double down,stand
"[""Q"", ""10""]",3,stand,double down,stand
"[""Q"", ""10""]",3,stand,double down,stand
"[""Q"", ""10""]",3,stand,double down,stand
"[""Q"", ""10""]",3,stand,double down,stand
"[""Q"", ""10""]",3,stand,double down,stand
"[""Q"", ""10""]",3,stand,double down,stand
"[""Q"", ""10""]",3,stand,stand,stand
"[""Q"", ""10""]",3,stand,stand,stand
"[""Q"", ""10""]",3,stand,stand,stand
"[""Q"", ""10""]",3,stand,stand,stand
"[""6"", ""A""]",K,hit,double down,hit
"[""6"", ""A""]",K,hit,double down,hit
"[""6"", ""A""]",K,hit,double down,hit
"[""6"", ""A""]",K,hit,double down,hit
"[""6"", ""A""]",K,hit,double down,hit
"[""6"", ""A""]",K,hit,double down,hit
"[""6"", ""A""]",K,hit,double down,hit
"[""6"", ""A""]",K,hit,double down,hit
"[""6"", ""A""]",K,hit,double down,hit
"[""10"", ""2""]",Q,hit,hit,hit
"[""10"", ""2""]",Q,hit,hit,hit
"[""10"", ""2""]",Q,hit,hit,hit
"[""3"", ""3""]",A,surrender,Split,hit
"[""3"", ""3""]",A,surrender,Split,surrender
"[""3"", ""3""]",A,surrender,Split,surrender
"[""3"", ""3""]",A,surrender,Split,hit
"[""3"", ""3""]",A,surrender,Split,surrender
"[""3"", ""3""]",A,surrender,Split,surrender
"[""3"", ""3""]",A,surrender,Split,hit
"[""3"", ""3""]",A,surrender,Split,surrender
"[""3"", ""3""]",A,surrender,Split,surrender
"[""3"", ""3""]",A,surrender,split,hit
"[""3"", ""3""]",A,surrender,split,surrender
"[""3"", ""3""]",A,surrender,split,surrender
"[""3"", ""3""]",A,surrender,split,hit
"[""3"", ""3""]",A,surrender,split,surrender
"[""3"", ""3""]",A,surrender,split,surrender
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""9"", ""Q""]",7,stand,stand,stand
"[""J"", ""10""]",Q,stand,stand,stand
"[""J"", ""10""]",Q,stand,stand,stand
"[""J"", ""10""]",Q,stand,stand,stand
"[""J"", ""10""]",Q,stand,stand,stand
"[""A"", ""8""]",4,stand,double down,stand
"[""A"", ""8""]",4,stand,double down,stand
"[""A"", ""8""]",4,stand,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double down,stand
"[""6"", ""Q""]",4,hit,double_down,stand
"[""6"", ""Q""]",4,hit,double_down,stand
"[""6"", ""Q""]",4,hit,double_down,stand
"[""7"", ""A""]",3,hit,double down,double down
"[""7"", ""A""]",3,hit,double down,double down
"[""7"", ""A""]",3,hit,double down,double down
"[""7"", ""A""]",3,hit,double down,double down
"[""7"", ""A""]",3,hit,double down,double down
"[""7"", ""A""]",3,hit,double down,double down
"[""7"", ""A""]",3,hit,double down,double down
"[""J"", ""Q""]",2,stand,stand,stand
"[""J"", ""Q""]",2,stand,stand,stand
"[""J"", ""Q""]",2,stand,stand,stand
"[""J"", ""Q""]",2,stand,stand,stand
"[""J"", ""Q""]",2,stand,stand,stand
"[""J"", ""Q""]",2,stand,stand,stand
"[""J"", ""Q""]",2,stand,stand,stand
"[""J"", ""Q""]",2,stand,stand,stand
"[""J"", ""Q""]",2,stand,stand,stand
"[""J"", ""Q""]",2,stand,stand,stand
"[""A"", ""6""]",4,hit,double down,double down
"[""A"", ""6""]",4,hit,double down,double down
"[""A"", ""6""]",4,hit,double down,double down
"[""A"", ""6""]",4,hit,double down,double down
"[""3"", ""A""]",3,hit,double down,double down
"[""3"", ""A""]",3,hit,double down,double down
"[""3"", ""A""]",3,hit,double down,double down
"[""3"", ""A""]",3,hit,double down,double down
"[""3"", ""A""]",3,hit,double down,double down
"[""10"", ""7""]",J,stand,stand,stand
"[""10"", ""7""]",J,stand,stand,stand
"[""10"", ""7""]",J,stand,stand,stand
"[""10"", ""7""]",J,stand,stand,stand
"[""10"", ""7""]",J,stand,stand,stand
"[""2"", ""K""]",4,hit,double down,stand
"[""2"", ""K""]",4,hit,double down,stand
"[""2"", ""K""]",4,hit,double down,stand
"[""2"", ""K""]",4,hit,double down,stand
"[""2"", ""Q""]",8,hit,stand,hit
"[""2"", ""Q""]",8,hit,stand,hit
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""6"", ""10""]",Q,hit,double down,surrender
"[""6"", ""10""]",Q,hit,double down,surrender
"[""6"", ""10""]",Q,hit,double down,surrender
"[""6"", ""10""]",Q,hit,double down,surrender
"[""6"", ""10""]",Q,hit,double down,surrender
"[""6"", ""10""]",Q,hit,double down,surrender
"[""6"", ""10""]",Q,hit,double down,surrender
"[""6"", ""10""]",Q,hit,double down,surrender
"[""6"", ""10""]",Q,hit,double down,surrender
"[""6"", ""10""]",Q,hit,double down,surrender
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""A"", ""Q""]",7,stand,stand,stand
"[""3"", ""K""]",4,hit,double down,stand
"[""3"", ""K""]",4,hit,double down,stand
"[""3"", ""K""]",4,hit,double down,stand
"[""3"", ""K""]",4,hit,double down,stand
"[""3"", ""K""]",4,hit,double down,stand
"[""3"", ""K""]",4,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""5"", ""K""]",5,hit,double down,stand
"[""K"", ""K""]",3,stand,split,stand
"[""K"", ""K""]",3,stand,split,stand
"[""K"", ""K""]",3,stand,split,stand
"[""K"", ""K""]",3,stand,split,stand
"[""4"", ""A""]",9,hit,double down,hit
"[""4"", ""A""]",9,hit,double down,hit
"[""4"", ""A""]",9,hit,double down,hit
"[""4"", ""A""]",9,hit,double down,hit
"[""10"", ""9""]",3,stand,double down,stand
"[""10"", ""9""]",3,stand,double down,stand
"[""K"", ""5""]",7,hit,double down,hit
"[""K"", ""5""]",7,hit,double down,hit
"[""K"", ""5""]",7,hit,stand,hit
"[""K"", ""5""]",7,hit,stand,hit
"[""4"", ""Q""]",5,hit,double down,stand
"[""4"", ""Q""]",5,hit,double down,stand
"[""10"", ""6""]",Q,hit,hit,surrender
"[""10"", ""6""]",Q,hit,hit,surrender
"[""10"", ""6""]",Q,hit,hit,surrender
"[""10"", ""6""]",Q,hit,hit,surrender
"[""10"", ""6""]",Q,hit,hit,surrender
"[""10"", ""6""]",Q,hit,hit,surrender
"[""10"", ""6""]",Q,hit,hit,surrender
"[""10"", ""6""]",Q,hit,hit,surrender
"[""10"", ""6""]",Q,hit,hit,surrender
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""K"", ""9""]",10,stand,stand,stand
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""5"", ""3""]",4,hit,double down,hit
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""4"", ""7""]",7,hit,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""7"", ""A""]",4,double,double down,double down
"[""A"", ""6""]",K,hit,double down,hit
"[""A"", ""6""]",K,hit,double down,hit
"[""A"", ""6""]",K,hit,double down,hit
"[""A"", ""6""]",K,hit,double down,hit
"[""5"", ""7""]",9,hit,hit,hit
"[""5"", ""7""]",9,hit,hit,hit
"[""5"", ""7""]",9,hit,hit,hit
"[""5"", ""7""]",9,hit,hit,hit
"[""6"", ""Q""]",8,hit,double down,hit
"[""6"", ""Q""]",8,hit,double down,hit
"[""6"", ""Q""]",8,hit,double down,hit
"[""6"", ""Q""]",8,hit,double down,hit
"[""6"", ""Q""]",8,hit,double down,hit
"[""6"", ""Q""]",8,hit,stand,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,Hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""Q"", ""2""]",Q,hit,hit,hit
"[""J"", ""5""]",8,hit,hit,hit
"[""J"", ""5""]",8,hit,hit,hit
"[""J"", ""5""]",8,hit,hit,hit
"[""5"", ""3""]",2,hit,double down,double down
"[""5"", ""3""]",2,hit,double down,hit
"[""5"", ""3""]",2,hit,double down,double down
"[""5"", ""3""]",2,hit,double down,hit
"[""5"", ""3""]",2,hit,double down,double down
"[""5"", ""3""]",2,hit,double down,hit
"[""5"", ""3""]",2,hit,double down,double down
"[""5"", ""3""]",2,hit,double down,hit
"[""5"", ""3""]",2,hit,double down,double down
"[""5"", ""3""]",2,hit,double down,hit
"[""5"", ""3""]",2,hit,double down,double down
"[""5"", ""3""]",2,hit,double down,hit
"[""Q"", ""J""]",3,stand,double down,stand
"[""Q"", ""J""]",3,stand,stand,stand
"[""2"", ""2""]",2,split,split,split
"[""2"", ""2""]",2,split,split,split
"[""2"", ""2""]",2,split,split,split
"[""2"", ""2""]",2,split,split,split
"[""2"", ""2""]",2,split,split,split
"[""2"", ""2""]",2,split,split,split
"[""2"", ""2""]",2,split,split,split
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""J"", ""2""]",J,hit,hit,hit
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double down,stand
"[""3"", ""10""]",6,hit,double_down,stand
"[""3"", ""10""]",6,hit,double_down,stand
"[""3"", ""10""]",6,hit,double_down,stand
"[""K"", ""6""]",A,surrender,hit,surrender
"[""K"", ""6""]",A,surrender,hit,surrender
"[""K"", ""6""]",A,surrender,hit,surrender
"[""K"", ""6""]",A,surrender,hit,surrender
"[""K"", ""6""]",A,surrender,hit,surrender
"[""K"", ""6""]",A,surrender,hit,surrender
"[""K"", ""6""]",A,surrender,hit,surrender
"[""5"", ""8""]",7,hit,hit,hit
"[""5"", ""8""]",7,hit,hit,hit
"[""J"", ""10""]",3,stand,Stand,stand
"[""J"", ""10""]",3,stand,stand,stand
"[""J"", ""10""]",3,stand,stand,stand
"[""J"", ""10""]",3,stand,stand,stand
"[""J"", ""10""]",3,stand,stand,stand
"[""Q"", ""9""]",3,stand,double down,stand
"[""Q"", ""9""]",3,stand,double down,stand
"[""Q"", ""9""]",3,stand,double down,stand
"[""Q"", ""9""]",3,stand,double down,stand
"[""Q"", ""9""]",3,stand,double down,stand
"[""Q"", ""9""]",3,stand,double down,stand
"[""Q"", ""9""]",3,stand,double down,stand
"[""6"", ""J""]",A,hit,double down,surrender
"[""6"", ""J""]",A,hit,double down,surrender
"[""6"", ""J""]",A,hit,double down,surrender
"[""6"", ""J""]",A,hit,double down,surrender
"[""6"", ""J""]",A,hit,double down,surrender
"[""6"", ""J""]",A,hit,double down,surrender
"[""6"", ""J""]",A,hit,double down,surrender
"[""6"", ""J""]",A,hit,double down,surrender
"[""10"", ""7""]",K,stand,stand,stand
"[""10"", ""7""]",K,stand,stand,stand
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""2"", ""4""]",2,hit,hit,hit
"[""9"", ""Q""]",10,stand,stand,stand
"[""9"", ""Q""]",10,stand,stand,stand
"[""9"", ""Q""]",10,stand,stand,stand
"[""9"", ""Q""]",10,stand,stand,stand
"[""9"", ""Q""]",10,stand,stand,stand
"[""A"", ""5""]",6,double,double down,double down
"[""A"", ""5""]",6,double,double down,double down
"[""A"", ""5""]",6,double,double down,double down
"[""A"", ""5""]",6,double,double down,double down
"[""A"", ""5""]",6,double,double down,double down
"[""A"", ""5""]",6,double,double down,double down
"[""A"", ""3""]",3,hit,double down,Double Down
"[""A"", ""3""]",3,hit,double down,double down
"[""A"", ""3""]",3,hit,double down,double down
"[""A"", ""3""]",3,hit,double down,Double Down
"[""A"", ""3""]",3,hit,double down,double down
"[""A"", ""3""]",3,hit,double down,double down
"[""A"", ""3""]",3,hit,double down,Double Down
"[""A"", ""3""]",3,hit,double down,double down
"[""A"", ""3""]",3,hit,double down,double down
"[""A"", ""3""]",3,hit,double down,Double Down
"[""A"", ""3""]",3,hit,double down,double down
"[""A"", ""3""]",3,hit,double down,double down
"[""A"", ""3""]",3,hit,double down,Double Down
"[""A"", ""3""]",3,hit,double down,double down
"[""A"", ""3""]",3,hit,double down,double down
"[""8"", ""4""]",10,hit,hit,hit
"[""8"", ""4""]",10,hit,hit,hit
"[""8"", ""4""]",10,hit,hit,hit
