Player Hand,Dealer Card,Claude Choice,Gemini Choice,GPT Choice,AI Decision,Claude Mismatch,Gemini Mismatch,ChatGPT Mismatch
"[""6"", ""A""]",K,hit,double down,hit,stand,1,1,1
"[""6"", ""A""]",K,hit,double down,hit,stand,1,1,1
"[""6"", ""A""]",K,hit,double down,hit,stand,1,1,1
"[""6"", ""A""]",K,hit,double down,hit,stand,1,1,1
"[""6"", ""A""]",K,hit,double down,hit,stand,1,1,1
"[""6"", ""A""]",K,hit,double down,hit,stand,1,1,1
"[""6"", ""A""]",K,hit,double down,hit,stand,1,1,1
"[""10"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""10"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""10"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""3"", ""3""]",A,surrender,Split,hit,hit,1,1,0
"[""3"", ""3""]",A,surrender,Split,surrender,hit,1,1,1
"[""3"", ""3""]",A,surrender,Split,surrender,hit,1,1,1
"[""3"", ""3""]",A,surrender,Split,hit,hit,1,1,0
"[""3"", ""3""]",A,surrender,Split,surrender,hit,1,1,1
"[""3"", ""3""]",A,surrender,Split,surrender,hit,1,1,1
"[""3"", ""3""]",A,surrender,Split,hit,hit,1,1,0
"[""3"", ""3""]",A,surrender,Split,surrender,hit,1,1,1
"[""3"", ""3""]",A,surrender,Split,surrender,hit,1,1,1
"[""3"", ""3""]",A,surrender,split,hit,hit,1,1,0
"[""3"", ""3""]",A,surrender,split,surrender,hit,1,1,1
"[""3"", ""3""]",A,surrender,split,surrender,hit,1,1,1
"[""3"", ""3""]",A,surrender,split,hit,hit,1,1,0
"[""3"", ""3""]",A,surrender,split,surrender,hit,1,1,1
"[""3"", ""3""]",A,surrender,split,surrender,hit,1,1,1
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""9"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""J"", ""10""]",Q,stand,stand,stand,stand,0,0,0
"[""J"", ""10""]",Q,stand,stand,stand,stand,0,0,0
"[""J"", ""10""]",Q,stand,stand,stand,stand,0,0,0
"[""J"", ""10""]",Q,stand,stand,stand,stand,0,0,0
"[""A"", ""8""]",4,stand,double down,stand,stand,0,1,0
"[""A"", ""8""]",4,stand,double down,stand,stand,0,1,0
"[""A"", ""8""]",4,stand,double down,stand,stand,0,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double_down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double_down,stand,stand,1,1,0
"[""6"", ""Q""]",4,hit,double_down,stand,stand,1,1,0
"[""7"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""7"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""7"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""7"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""7"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""7"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""7"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",2,stand,stand,stand,stand,0,0,0
"[""A"", ""6""]",4,hit,double down,double down,stand,1,1,1
"[""A"", ""6""]",4,hit,double down,double down,stand,1,1,1
"[""A"", ""6""]",4,hit,double down,double down,stand,1,1,1
"[""A"", ""6""]",4,hit,double down,double down,stand,1,1,1
"[""3"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""3"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""3"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""3"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""3"", ""A""]",3,hit,double down,double down,stand,1,1,1
"[""10"", ""7""]",J,stand,stand,stand,stand,0,0,0
"[""10"", ""7""]",J,stand,stand,stand,stand,0,0,0
"[""10"", ""7""]",J,stand,stand,stand,stand,0,0,0
"[""10"", ""7""]",J,stand,stand,stand,stand,0,0,0
"[""10"", ""7""]",J,stand,stand,stand,stand,0,0,0
"[""2"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""2"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""2"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""2"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""2"", ""Q""]",8,hit,stand,hit,hit,0,1,0
"[""2"", ""Q""]",8,hit,stand,hit,hit,0,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""6"", ""10""]",Q,hit,double down,surrender,hit,0,1,1
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""A"", ""Q""]",7,stand,stand,stand,stand,0,0,0
"[""3"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""3"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""3"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""3"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""3"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""3"", ""K""]",4,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""5"", ""K""]",5,hit,double down,stand,stand,1,1,0
"[""K"", ""K""]",3,stand,split,stand,stand,0,1,0
"[""K"", ""K""]",3,stand,split,stand,stand,0,1,0
"[""K"", ""K""]",3,stand,split,stand,stand,0,1,0
"[""K"", ""K""]",3,stand,split,stand,stand,0,1,0
"[""4"", ""A""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""A""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""A""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""A""]",9,hit,double down,hit,hit,0,1,0
"[""10"", ""9""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""9""]",3,stand,double down,stand,stand,0,1,0
"[""K"", ""5""]",7,hit,double down,hit,hit,0,1,0
"[""K"", ""5""]",7,hit,double down,hit,hit,0,1,0
"[""K"", ""5""]",7,hit,stand,hit,hit,0,1,0
"[""K"", ""5""]",7,hit,stand,hit,hit,0,1,0
"[""4"", ""Q""]",5,hit,double down,stand,stand,1,1,0
"[""4"", ""Q""]",5,hit,double down,stand,stand,1,1,0
"[""10"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",10,stand,stand,stand,stand,0,0,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",4,hit,double down,hit,hit,0,1,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""4"", ""7""]",7,hit,double down,double down,double down,1,0,0
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""7"", ""A""]",4,double,double down,double down,stand,1,1,1
"[""A"", ""6""]",K,hit,double down,hit,stand,1,1,1
"[""A"", ""6""]",K,hit,double down,hit,stand,1,1,1
"[""A"", ""6""]",K,hit,double down,hit,stand,1,1,1
"[""A"", ""6""]",K,hit,double down,hit,stand,1,1,1
"[""5"", ""7""]",9,hit,hit,hit,hit,0,0,0
"[""5"", ""7""]",9,hit,hit,hit,hit,0,0,0
"[""5"", ""7""]",9,hit,hit,hit,hit,0,0,0
"[""5"", ""7""]",9,hit,hit,hit,hit,0,0,0
"[""6"", ""Q""]",8,hit,double down,hit,hit,0,1,0
"[""6"", ""Q""]",8,hit,double down,hit,hit,0,1,0
"[""6"", ""Q""]",8,hit,double down,hit,hit,0,1,0
"[""6"", ""Q""]",8,hit,double down,hit,hit,0,1,0
"[""6"", ""Q""]",8,hit,double down,hit,hit,0,1,0
"[""6"", ""Q""]",8,hit,stand,hit,hit,0,1,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,Hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""2""]",Q,hit,hit,hit,hit,0,0,0
"[""J"", ""5""]",8,hit,hit,hit,hit,0,0,0
"[""J"", ""5""]",8,hit,hit,hit,hit,0,0,0
"[""J"", ""5""]",8,hit,hit,hit,hit,0,0,0
"[""5"", ""3""]",2,hit,double down,double down,hit,0,1,1
"[""5"", ""3""]",2,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",2,hit,double down,double down,hit,0,1,1
"[""5"", ""3""]",2,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",2,hit,double down,double down,hit,0,1,1
"[""5"", ""3""]",2,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",2,hit,double down,double down,hit,0,1,1
"[""5"", ""3""]",2,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",2,hit,double down,double down,hit,0,1,1
"[""5"", ""3""]",2,hit,double down,hit,hit,0,1,0
"[""5"", ""3""]",2,hit,double down,double down,hit,0,1,1
"[""5"", ""3""]",2,hit,double down,hit,hit,0,1,0
"[""Q"", ""J""]",3,stand,double down,stand,stand,0,1,0
"[""Q"", ""J""]",3,stand,stand,stand,stand,0,0,0
"[""2"", ""2""]",2,split,split,split,split,0,0,0
"[""2"", ""2""]",2,split,split,split,split,0,0,0
"[""2"", ""2""]",2,split,split,split,split,0,0,0
"[""2"", ""2""]",2,split,split,split,split,0,0,0
"[""2"", ""2""]",2,split,split,split,split,0,0,0
"[""2"", ""2""]",2,split,split,split,split,0,0,0
"[""2"", ""2""]",2,split,split,split,split,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""2""]",J,hit,hit,hit,hit,0,0,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double_down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double_down,stand,stand,1,1,0
"[""3"", ""10""]",6,hit,double_down,stand,stand,1,1,0
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""5"", ""8""]",7,hit,hit,hit,hit,0,0,0
"[""5"", ""8""]",7,hit,hit,hit,hit,0,0,0
"[""J"", ""10""]",3,stand,Stand,stand,stand,0,0,0
"[""J"", ""10""]",3,stand,stand,stand,stand,0,0,0
"[""J"", ""10""]",3,stand,stand,stand,stand,0,0,0
"[""J"", ""10""]",3,stand,stand,stand,stand,0,0,0
"[""J"", ""10""]",3,stand,stand,stand,stand,0,0,0
"[""Q"", ""9""]",3,stand,double down,stand,stand,0,1,0
"[""Q"", ""9""]",3,stand,double down,stand,stand,0,1,0
"[""Q"", ""9""]",3,stand,double down,stand,stand,0,1,0
"[""Q"", ""9""]",3,stand,double down,stand,stand,0,1,0
"[""Q"", ""9""]",3,stand,double down,stand,stand,0,1,0
"[""Q"", ""9""]",3,stand,double down,stand,stand,0,1,0
"[""Q"", ""9""]",3,stand,double down,stand,stand,0,1,0
"[""6"", ""J""]",A,hit,double down,surrender,hit,0,1,1
"[""6"", ""J""]",A,hit,double down,surrender,hit,0,1,1
"[""6"", ""J""]",A,hit,double down,surrender,hit,0,1,1
"[""6"", ""J""]",A,hit,double down,surrender,hit,0,1,1
"[""6"", ""J""]",A,hit,double down,surrender,hit,0,1,1
"[""6"", ""J""]",A,hit,double down,surrender,hit,0,1,1
"[""6"", ""J""]",A,hit,double down,surrender,hit,0,1,1
"[""6"", ""J""]",A,hit,double down,surrender,hit,0,1,1
"[""10"", ""7""]",K,stand,stand,stand,stand,0,0,0
"[""10"", ""7""]",K,stand,stand,stand,stand,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""2"", ""4""]",2,hit,hit,hit,hit,0,0,0
"[""9"", ""Q""]",10,stand,stand,stand,stand,0,0,0
